Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
LOWER WEST SIDE,CASES 2003 FEMALE 15-44,145,2003,FEMALE,CHL
LOOP,CASES 2003 FEMALE 15-44,22,2003,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2003 FEMALE 15-44,82,2003,FEMALE,CHL
ARMOUR SQUARE,CASES 2003 FEMALE 15-44,27,2003,FEMALE,CHL
DOUGLAS,CASES 2003 FEMALE 15-44,183,2003,FEMALE,CHL
OAKLAND,CASES 2003 FEMALE 15-44,66,2003,FEMALE,CHL
FULLER PARK,CASES 2003 FEMALE 15-44,46,2003,FEMALE,CHL
GRAND BOULEVARD,CASES 2003 FEMALE 15-44,338,2003,FEMALE,CHL
KENWOOD,CASES 2003 FEMALE 15-44,128,2003,FEMALE,CHL
WASHINGTON PARK,CASES 2003 FEMALE 15-44,231,2003,FEMALE,CHL
HYDE PARK,CASES 2003 FEMALE 15-44,73,2003,FEMALE,CHL
WOODLAWN,CASES 2003 FEMALE 15-44,346,2003,FEMALE,CHL
SOUTH SHORE,CASES 2003 FEMALE 15-44,608,2003,FEMALE,CHL
CHATHAM,CASES 2003 FEMALE 15-44,323,2003,FEMALE,CHL
AVALON PARK,CASES 2003 FEMALE 15-44,74,2003,FEMALE,CHL
SOUTH CHICAGO,CASES 2003 FEMALE 15-44,339,2003,FEMALE,CHL
BURNSIDE,CASES 2003 FEMALE 15-44,31,2003,FEMALE,CHL
CALUMET HEIGHTS,CASES 2003 FEMALE 15-44,105,2003,FEMALE,CHL
ROSELAND,CASES 2003 FEMALE 15-44,511,2003,FEMALE,CHL
PULLMAN,CASES 2003 FEMALE 15-44,70,2003,FEMALE,CHL
SOUTH DEERING,CASES 2003 FEMALE 15-44,129,2003,FEMALE,CHL
EAST SIDE,CASES 2003 FEMALE 15-44,55,2003,FEMALE,CHL
WEST PULLMAN,CASES 2003 FEMALE 15-44,398,2003,FEMALE,CHL
RIVERDALE,CASES 2003 FEMALE 15-44,123,2003,FEMALE,CHL
HEGEWISCH,CASES 2003 FEMALE 15-44,15,2003,FEMALE,CHL
GARFIELD RIDGE,CASES 2003 FEMALE 15-44,77,2003,FEMALE,CHL
ARCHER HEIGHTS,CASES 2003 FEMALE 15-44,22,2003,FEMALE,CHL
BRIGHTON PARK,CASES 2003 FEMALE 15-44,155,2003,FEMALE,CHL
MCKINLEY PARK,CASES 2003 FEMALE 15-44,33,2003,FEMALE,CHL
BRIDGEPORT,CASES 2003 FEMALE 15-44,43,2003,FEMALE,CHL
NEW CITY,CASES 2003 FEMALE 15-44,396,2003,FEMALE,CHL
WEST ELSDON,CASES 2003 FEMALE 15-44,31,2003,FEMALE,CHL
GAGE PARK,CASES 2003 FEMALE 15-44,153,2003,FEMALE,CHL
CLEARING,CASES 2003 FEMALE 15-44,17,2003,FEMALE,CHL
WEST LAWN,CASES 2003 FEMALE 15-44,52,2003,FEMALE,CHL
CHICAGO LAWN,CASES 2003 FEMALE 15-44,467,2003,FEMALE,CHL
WEST ENGLEWOOD,CASES 2003 FEMALE 15-44,673,2003,FEMALE,CHL
ENGLEWOOD,CASES 2003 FEMALE 15-44,635,2003,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2003 FEMALE 15-44,394,2003,FEMALE,CHL
ASHBURN,CASES 2003 FEMALE 15-44,157,2003,FEMALE,CHL
AUBURN GRESHAM,CASES 2003 FEMALE 15-44,550,2003,FEMALE,CHL
BEVERLY,CASES 2003 FEMALE 15-44,50,2003,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2003 FEMALE 15-44,226,2003,FEMALE,CHL
MOUNT GREENWOOD,CASES 2003 FEMALE 15-44,16,2003,FEMALE,CHL
MORGAN PARK,CASES 2003 FEMALE 15-44,148,2003,FEMALE,CHL
O'HARE,CASES 2003 FEMALE 15-44,6,2003,FEMALE,CHL
EDGEWATER,CASES 2003 FEMALE 15-44,97,2003,FEMALE,CHL
ROGERS PARK,CASES 2004 FEMALE 15-44,189,2004,FEMALE,CHL
WEST RIDGE,CASES 2004 FEMALE 15-44,100,2004,FEMALE,CHL
UPTOWN,CASES 2004 FEMALE 15-44,128,2004,FEMALE,CHL
LINCOLN SQUARE,CASES 2004 FEMALE 15-44,52,2004,FEMALE,CHL
NORTH CENTER,CASES 2004 FEMALE 15-44,41,2004,FEMALE,CHL
LAKE VIEW,CASES 2004 FEMALE 15-44,107,2004,FEMALE,CHL
LINCOLN PARK,CASES 2004 FEMALE 15-44,83,2004,FEMALE,CHL
NEAR NORTH SIDE,CASES 2004 FEMALE 15-44,239,2004,FEMALE,CHL
EDISON PARK,CASES 2004 FEMALE 15-44,0,2004,FEMALE,CHL
NORWOOD PARK,CASES 2004 FEMALE 15-44,15,2004,FEMALE,CHL
JEFFERSON PARK,CASES 2004 FEMALE 15-44,14,2004,FEMALE,CHL
FOREST GLEN,CASES 2004 FEMALE 15-44,12,2004,FEMALE,CHL
NORTH PARK,CASES 2004 FEMALE 15-44,14,2004,FEMALE,CHL
NEAR WEST SIDE,CASES 2004 FEMALE 15-44,340,2004,FEMALE,CHL
ALBANY PARK,CASES 2004 FEMALE 15-44,88,2004,FEMALE,CHL
PORTAGE PARK,CASES 2004 FEMALE 15-44,57,2004,FEMALE,CHL
IRVING PARK,CASES 2004 FEMALE 15-44,86,2004,FEMALE,CHL
DUNNING,CASES 2004 FEMALE 15-44,26,2004,FEMALE,CHL
MONTCLAIRE,CASES 2004 FEMALE 15-44,28,2004,FEMALE,CHL
BELMONT CRAGIN,CASES 2004 FEMALE 15-44,190,2004,FEMALE,CHL
HERMOSA,CASES 2004 FEMALE 15-44,104,2004,FEMALE,CHL
AVONDALE,CASES 2004 FEMALE 15-44,112,2004,FEMALE,CHL
LOGAN SQUARE,CASES 2004 FEMALE 15-44,217,2004,FEMALE,CHL
HUMBOLDT PARK,CASES 2004 FEMALE 15-44,510,2004,FEMALE,CHL
WEST TOWN,CASES 2004 FEMALE 15-44,275,2004,FEMALE,CHL
AUSTIN,CASES 2004 FEMALE 15-44,1349,2004,FEMALE,CHL
WEST GARFIELD PARK,CASES 2004 FEMALE 15-44,276,2004,FEMALE,CHL
EAST GARFIELD PARK,CASES 2004 FEMALE 15-44,296,2004,FEMALE,CHL
NORTH LAWNDALE,CASES 2004 FEMALE 15-44,563,2004,FEMALE,CHL
SOUTH LAWNDALE,CASES 2004 FEMALE 15-44,304,2004,FEMALE,CHL
LOWER WEST SIDE,CASES 2004 FEMALE 15-44,119,2004,FEMALE,CHL
LOOP,CASES 2004 FEMALE 15-44,25,2004,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2004 FEMALE 15-44,75,2004,FEMALE,CHL
ARMOUR SQUARE,CASES 2004 FEMALE 15-44,26,2004,FEMALE,CHL
DOUGLAS,CASES 2004 FEMALE 15-44,178,2004,FEMALE,CHL
OAKLAND,CASES 2004 FEMALE 15-44,61,2004,FEMALE,CHL
FULLER PARK,CASES 2004 FEMALE 15-44,42,2004,FEMALE,CHL
GRAND BOULEVARD,CASES 2004 FEMALE 15-44,279,2004,FEMALE,CHL
KENWOOD,CASES 2004 FEMALE 15-44,133,2004,FEMALE,CHL
WASHINGTON PARK,CASES 2004 FEMALE 15-44,245,2004,FEMALE,CHL
HYDE PARK,CASES 2004 FEMALE 15-44,90,2004,FEMALE,CHL
WOODLAWN,CASES 2004 FEMALE 15-44,353,2004,FEMALE,CHL
SOUTH SHORE,CASES 2004 FEMALE 15-44,589,2004,FEMALE,CHL
CHATHAM,CASES 2004 FEMALE 15-44,321,2004,FEMALE,CHL
AVALON PARK,CASES 2004 FEMALE 15-44,97,2004,FEMALE,CHL
SOUTH CHICAGO,CASES 2004 FEMALE 15-44,283,2004,FEMALE,CHL
BURNSIDE,CASES 2004 FEMALE 15-44,38,2004,FEMALE,CHL
CALUMET HEIGHTS,CASES 2004 FEMALE 15-44,97,2004,FEMALE,CHL
ROSELAND,CASES 2004 FEMALE 15-44,490,2004,FEMALE,CHL
PULLMAN,CASES 2004 FEMALE 15-44,90,2004,FEMALE,CHL
SOUTH DEERING,CASES 2004 FEMALE 15-44,101,2004,FEMALE,CHL
EAST SIDE,CASES 2004 FEMALE 15-44,58,2004,FEMALE,CHL
WEST PULLMAN,CASES 2004 FEMALE 15-44,386,2004,FEMALE,CHL
RIVERDALE,CASES 2004 FEMALE 15-44,96,2004,FEMALE,CHL
HEGEWISCH,CASES 2004 FEMALE 15-44,18,2004,FEMALE,CHL
GARFIELD RIDGE,CASES 2004 FEMALE 15-44,58,2004,FEMALE,CHL
ARCHER HEIGHTS,CASES 2004 FEMALE 15-44,30,2004,FEMALE,CHL
BRIGHTON PARK,CASES 2004 FEMALE 15-44,101,2004,FEMALE,CHL
MCKINLEY PARK,CASES 2004 FEMALE 15-44,40,2004,FEMALE,CHL
BRIDGEPORT,CASES 2004 FEMALE 15-44,60,2004,FEMALE,CHL
NEW CITY,CASES 2004 FEMALE 15-44,380,2004,FEMALE,CHL
WEST ELSDON,CASES 2004 FEMALE 15-44,29,2004,FEMALE,CHL
GAGE PARK,CASES 2004 FEMALE 15-44,134,2004,FEMALE,CHL
CLEARING,CASES 2004 FEMALE 15-44,20,2004,FEMALE,CHL
WEST LAWN,CASES 2004 FEMALE 15-44,55,2004,FEMALE,CHL
CHICAGO LAWN,CASES 2004 FEMALE 15-44,465,2004,FEMALE,CHL
WEST ENGLEWOOD,CASES 2004 FEMALE 15-44,593,2004,FEMALE,CHL
ENGLEWOOD,CASES 2004 FEMALE 15-44,639,2004,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2004 FEMALE 15-44,482,2004,FEMALE,CHL
ASHBURN,CASES 2004 FEMALE 15-44,176,2004,FEMALE,CHL
AUBURN GRESHAM,CASES 2004 FEMALE 15-44,564,2004,FEMALE,CHL
BEVERLY,CASES 2004 FEMALE 15-44,36,2004,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2004 FEMALE 15-44,213,2004,FEMALE,CHL
MOUNT GREENWOOD,CASES 2004 FEMALE 15-44,11,2004,FEMALE,CHL
MORGAN PARK,CASES 2004 FEMALE 15-44,158,2004,FEMALE,CHL
O'HARE,CASES 2004 FEMALE 15-44,5,2004,FEMALE,CHL
EDGEWATER,CASES 2004 FEMALE 15-44,75,2004,FEMALE,CHL
ROGERS PARK,CASES 2005 FEMALE 15-44,184,2005,FEMALE,CHL
WEST RIDGE,CASES 2005 FEMALE 15-44,95,2005,FEMALE,CHL
UPTOWN,CASES 2005 FEMALE 15-44,147,2005,FEMALE,CHL
LINCOLN SQUARE,CASES 2005 FEMALE 15-44,67,2005,FEMALE,CHL
NORTH CENTER,CASES 2005 FEMALE 15-44,32,2005,FEMALE,CHL
LAKE VIEW,CASES 2005 FEMALE 15-44,139,2005,FEMALE,CHL
LINCOLN PARK,CASES 2005 FEMALE 15-44,79,2005,FEMALE,CHL
NEAR NORTH SIDE,CASES 2005 FEMALE 15-44,208,2005,FEMALE,CHL
EDISON PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,CHL
NORWOOD PARK,CASES 2005 FEMALE 15-44,15,2005,FEMALE,CHL
JEFFERSON PARK,CASES 2005 FEMALE 15-44,16,2005,FEMALE,CHL
FOREST GLEN,CASES 2005 FEMALE 15-44,13,2005,FEMALE,CHL
NORTH PARK,CASES 2005 FEMALE 15-44,13,2005,FEMALE,CHL
NEAR WEST SIDE,CASES 2005 FEMALE 15-44,327,2005,FEMALE,CHL
ALBANY PARK,CASES 2005 FEMALE 15-44,73,2005,FEMALE,CHL
PORTAGE PARK,CASES 2005 FEMALE 15-44,77,2005,FEMALE,CHL
IRVING PARK,CASES 2005 FEMALE 15-44,103,2005,FEMALE,CHL
DUNNING,CASES 2005 FEMALE 15-44,22,2005,FEMALE,CHL
MONTCLAIRE,CASES 2005 FEMALE 15-44,29,2005,FEMALE,CHL
BELMONT CRAGIN,CASES 2005 FEMALE 15-44,255,2005,FEMALE,CHL
HERMOSA,CASES 2005 FEMALE 15-44,89,2005,FEMALE,CHL
AVONDALE,CASES 2005 FEMALE 15-44,104,2005,FEMALE,CHL
LOGAN SQUARE,CASES 2005 FEMALE 15-44,243,2005,FEMALE,CHL
HUMBOLDT PARK,CASES 2005 FEMALE 15-44,562,2005,FEMALE,CHL
WEST TOWN,CASES 2005 FEMALE 15-44,267,2005,FEMALE,CHL
AUSTIN,CASES 2005 FEMALE 15-44,1374,2005,FEMALE,CHL
WEST GARFIELD PARK,CASES 2005 FEMALE 15-44,339,2005,FEMALE,CHL
EAST GARFIELD PARK,CASES 2005 FEMALE 15-44,347,2005,FEMALE,CHL
NORTH LAWNDALE,CASES 2005 FEMALE 15-44,604,2005,FEMALE,CHL
SOUTH LAWNDALE,CASES 2005 FEMALE 15-44,330,2005,FEMALE,CHL
LOWER WEST SIDE,CASES 2005 FEMALE 15-44,117,2005,FEMALE,CHL
LOOP,CASES 2005 FEMALE 15-44,20,2005,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2005 FEMALE 15-44,80,2005,FEMALE,CHL
ARMOUR SQUARE,CASES 2005 FEMALE 15-44,21,2005,FEMALE,CHL
DOUGLAS,CASES 2005 FEMALE 15-44,185,2005,FEMALE,CHL
OAKLAND,CASES 2005 FEMALE 15-44,52,2005,FEMALE,CHL
FULLER PARK,CASES 2005 FEMALE 15-44,45,2005,FEMALE,CHL
GRAND BOULEVARD,CASES 2005 FEMALE 15-44,208,2005,FEMALE,CHL
KENWOOD,CASES 2005 FEMALE 15-44,112,2005,FEMALE,CHL
WASHINGTON PARK,CASES 2005 FEMALE 15-44,193,2005,FEMALE,CHL
HYDE PARK,CASES 2005 FEMALE 15-44,75,2005,FEMALE,CHL
WOODLAWN,CASES 2005 FEMALE 15-44,354,2005,FEMALE,CHL
SOUTH SHORE,CASES 2005 FEMALE 15-44,625,2005,FEMALE,CHL
CHATHAM,CASES 2005 FEMALE 15-44,362,2005,FEMALE,CHL
AVALON PARK,CASES 2005 FEMALE 15-44,97,2005,FEMALE,CHL
SOUTH CHICAGO,CASES 2005 FEMALE 15-44,374,2005,FEMALE,CHL
BURNSIDE,CASES 2005 FEMALE 15-44,34,2005,FEMALE,CHL
CALUMET HEIGHTS,CASES 2005 FEMALE 15-44,103,2005,FEMALE,CHL
ROSELAND,CASES 2005 FEMALE 15-44,508,2005,FEMALE,CHL
PULLMAN,CASES 2005 FEMALE 15-44,89,2005,FEMALE,CHL
SOUTH DEERING,CASES 2005 FEMALE 15-44,112,2005,FEMALE,CHL
EAST SIDE,CASES 2005 FEMALE 15-44,59,2005,FEMALE,CHL
WEST PULLMAN,CASES 2005 FEMALE 15-44,418,2005,FEMALE,CHL
RIVERDALE,CASES 2005 FEMALE 15-44,117,2005,FEMALE,CHL
HEGEWISCH,CASES 2005 FEMALE 15-44,14,2005,FEMALE,CHL
GARFIELD RIDGE,CASES 2005 FEMALE 15-44,83,2005,FEMALE,CHL
ARCHER HEIGHTS,CASES 2005 FEMALE 15-44,31,2005,FEMALE,CHL
BRIGHTON PARK,CASES 2005 FEMALE 15-44,119,2005,FEMALE,CHL
MCKINLEY PARK,CASES 2005 FEMALE 15-44,46,2005,FEMALE,CHL
BRIDGEPORT,CASES 2005 FEMALE 15-44,59,2005,FEMALE,CHL
NEW CITY,CASES 2005 FEMALE 15-44,363,2005,FEMALE,CHL
WEST ELSDON,CASES 2005 FEMALE 15-44,31,2005,FEMALE,CHL
GAGE PARK,CASES 2005 FEMALE 15-44,150,2005,FEMALE,CHL
CLEARING,CASES 2005 FEMALE 15-44,27,2005,FEMALE,CHL
WEST LAWN,CASES 2005 FEMALE 15-44,64,2005,FEMALE,CHL
CHICAGO LAWN,CASES 2005 FEMALE 15-44,465,2005,FEMALE,CHL
WEST ENGLEWOOD,CASES 2005 FEMALE 15-44,583,2005,FEMALE,CHL
ENGLEWOOD,CASES 2005 FEMALE 15-44,612,2005,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2005 FEMALE 15-44,479,2005,FEMALE,CHL
ASHBURN,CASES 2005 FEMALE 15-44,183,2005,FEMALE,CHL
AUBURN GRESHAM,CASES 2005 FEMALE 15-44,572,2005,FEMALE,CHL
BEVERLY,CASES 2005 FEMALE 15-44,55,2005,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2005 FEMALE 15-44,237,2005,FEMALE,CHL
MOUNT GREENWOOD,CASES 2005 FEMALE 15-44,8,2005,FEMALE,CHL
MORGAN PARK,CASES 2005 FEMALE 15-44,143,2005,FEMALE,CHL
O'HARE,CASES 2005 FEMALE 15-44,6,2005,FEMALE,CHL
EDGEWATER,CASES 2005 FEMALE 15-44,83,2005,FEMALE,CHL
ROGERS PARK,CASES 2006 FEMALE 15-44,196,2006,FEMALE,CHL
WEST RIDGE,CASES 2006 FEMALE 15-44,133,2006,FEMALE,CHL
UPTOWN,CASES 2006 FEMALE 15-44,128,2006,FEMALE,CHL
LINCOLN SQUARE,CASES 2006 FEMALE 15-44,41,2006,FEMALE,CHL
NORTH CENTER,CASES 2006 FEMALE 15-44,35,2006,FEMALE,CHL
LAKE VIEW,CASES 2006 FEMALE 15-44,128,2006,FEMALE,CHL
LINCOLN PARK,CASES 2006 FEMALE 15-44,79,2006,FEMALE,CHL
NEAR NORTH SIDE,CASES 2006 FEMALE 15-44,174,2006,FEMALE,CHL
EDISON PARK,CASES 2006 FEMALE 15-44,0,2006,FEMALE,CHL
NORWOOD PARK,CASES 2006 FEMALE 15-44,21,2006,FEMALE,CHL
JEFFERSON PARK,CASES 2006 FEMALE 15-44,21,2006,FEMALE,CHL
FOREST GLEN,CASES 2006 FEMALE 15-44,9,2006,FEMALE,CHL
NORTH PARK,CASES 2006 FEMALE 15-44,15,2006,FEMALE,CHL
NEAR WEST SIDE,CASES 2006 FEMALE 15-44,332,2006,FEMALE,CHL
ALBANY PARK,CASES 2006 FEMALE 15-44,83,2006,FEMALE,CHL
PORTAGE PARK,CASES 2006 FEMALE 15-44,98,2006,FEMALE,CHL
IRVING PARK,CASES 2006 FEMALE 15-44,92,2006,FEMALE,CHL
DUNNING,CASES 2006 FEMALE 15-44,35,2006,FEMALE,CHL
MONTCLAIRE,CASES 2006 FEMALE 15-44,24,2006,FEMALE,CHL
BELMONT CRAGIN,CASES 2006 FEMALE 15-44,269,2006,FEMALE,CHL
HERMOSA,CASES 2006 FEMALE 15-44,87,2006,FEMALE,CHL
AVONDALE,CASES 2006 FEMALE 15-44,117,2006,FEMALE,CHL
LOGAN SQUARE,CASES 2006 FEMALE 15-44,260,2006,FEMALE,CHL
HUMBOLDT PARK,CASES 2006 FEMALE 15-44,608,2006,FEMALE,CHL
WEST TOWN,CASES 2006 FEMALE 15-44,281,2006,FEMALE,CHL
AUSTIN,CASES 2006 FEMALE 15-44,1509,2006,FEMALE,CHL
WEST GARFIELD PARK,CASES 2006 FEMALE 15-44,351,2006,FEMALE,CHL
EAST GARFIELD PARK,CASES 2006 FEMALE 15-44,394,2006,FEMALE,CHL
NORTH LAWNDALE,CASES 2006 FEMALE 15-44,707,2006,FEMALE,CHL
SOUTH LAWNDALE,CASES 2006 FEMALE 15-44,383,2006,FEMALE,CHL
LOWER WEST SIDE,CASES 2006 FEMALE 15-44,124,2006,FEMALE,CHL
LOOP,CASES 2006 FEMALE 15-44,36,2006,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2006 FEMALE 15-44,78,2006,FEMALE,CHL
ARMOUR SQUARE,CASES 2006 FEMALE 15-44,15,2006,FEMALE,CHL
DOUGLAS,CASES 2006 FEMALE 15-44,157,2006,FEMALE,CHL
OAKLAND,CASES 2006 FEMALE 15-44,54,2006,FEMALE,CHL
FULLER PARK,CASES 2006 FEMALE 15-44,39,2006,FEMALE,CHL
GRAND BOULEVARD,CASES 2006 FEMALE 15-44,282,2006,FEMALE,CHL
KENWOOD,CASES 2006 FEMALE 15-44,104,2006,FEMALE,CHL
WASHINGTON PARK,CASES 2006 FEMALE 15-44,267,2006,FEMALE,CHL
HYDE PARK,CASES 2006 FEMALE 15-44,68,2006,FEMALE,CHL
WOODLAWN,CASES 2006 FEMALE 15-44,374,2006,FEMALE,CHL
SOUTH SHORE,CASES 2006 FEMALE 15-44,627,2006,FEMALE,CHL
CHATHAM,CASES 2006 FEMALE 15-44,368,2006,FEMALE,CHL
AVALON PARK,CASES 2006 FEMALE 15-44,106,2006,FEMALE,CHL
SOUTH CHICAGO,CASES 2006 FEMALE 15-44,353,2006,FEMALE,CHL
BURNSIDE,CASES 2006 FEMALE 15-44,31,2006,FEMALE,CHL
CALUMET HEIGHTS,CASES 2006 FEMALE 15-44,125,2006,FEMALE,CHL
ROSELAND,CASES 2006 FEMALE 15-44,535,2006,FEMALE,CHL
PULLMAN,CASES 2006 FEMALE 15-44,70,2006,FEMALE,CHL
SOUTH DEERING,CASES 2006 FEMALE 15-44,117,2006,FEMALE,CHL
EAST SIDE,CASES 2006 FEMALE 15-44,38,2006,FEMALE,CHL
WEST PULLMAN,CASES 2006 FEMALE 15-44,411,2006,FEMALE,CHL
RIVERDALE,CASES 2006 FEMALE 15-44,105,2006,FEMALE,CHL
HEGEWISCH,CASES 2006 FEMALE 15-44,6,2006,FEMALE,CHL
GARFIELD RIDGE,CASES 2006 FEMALE 15-44,86,2006,FEMALE,CHL
ARCHER HEIGHTS,CASES 2006 FEMALE 15-44,22,2006,FEMALE,CHL
BRIGHTON PARK,CASES 2006 FEMALE 15-44,151,2006,FEMALE,CHL
MCKINLEY PARK,CASES 2006 FEMALE 15-44,47,2006,FEMALE,CHL
BRIDGEPORT,CASES 2006 FEMALE 15-44,59,2006,FEMALE,CHL
NEW CITY,CASES 2006 FEMALE 15-44,352,2006,FEMALE,CHL
WEST ELSDON,CASES 2006 FEMALE 15-44,42,2006,FEMALE,CHL
GAGE PARK,CASES 2006 FEMALE 15-44,153,2006,FEMALE,CHL
CLEARING,CASES 2006 FEMALE 15-44,33,2006,FEMALE,CHL
WEST LAWN,CASES 2006 FEMALE 15-44,86,2006,FEMALE,CHL
CHICAGO LAWN,CASES 2006 FEMALE 15-44,522,2006,FEMALE,CHL
WEST ENGLEWOOD,CASES 2006 FEMALE 15-44,587,2006,FEMALE,CHL
ENGLEWOOD,CASES 2006 FEMALE 15-44,650,2006,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2006 FEMALE 15-44,511,2006,FEMALE,CHL
ASHBURN,CASES 2006 FEMALE 15-44,219,2006,FEMALE,CHL
AUBURN GRESHAM,CASES 2006 FEMALE 15-44,594,2006,FEMALE,CHL
BEVERLY,CASES 2006 FEMALE 15-44,56,2006,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2006 FEMALE 15-44,248,2006,FEMALE,CHL
MOUNT GREENWOOD,CASES 2006 FEMALE 15-44,20,2006,FEMALE,CHL
MORGAN PARK,CASES 2006 FEMALE 15-44,165,2006,FEMALE,CHL
O'HARE,CASES 2006 FEMALE 15-44,11,2006,FEMALE,CHL
EDGEWATER,CASES 2006 FEMALE 15-44,77,2006,FEMALE,CHL
ROGERS PARK,CASES 2007 FEMALE 15-44,212,2007,FEMALE,CHL
WEST RIDGE,CASES 2007 FEMALE 15-44,113,2007,FEMALE,CHL
UPTOWN,CASES 2007 FEMALE 15-44,136,2007,FEMALE,CHL
LINCOLN SQUARE,CASES 2007 FEMALE 15-44,57,2007,FEMALE,CHL
NORTH CENTER,CASES 2007 FEMALE 15-44,29,2007,FEMALE,CHL
LAKE VIEW,CASES 2007 FEMALE 15-44,173,2007,FEMALE,CHL
LINCOLN PARK,CASES 2007 FEMALE 15-44,97,2007,FEMALE,CHL
NEAR NORTH SIDE,CASES 2007 FEMALE 15-44,197,2007,FEMALE,CHL
EDISON PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,CHL
NORWOOD PARK,CASES 2007 FEMALE 15-44,27,2007,FEMALE,CHL
JEFFERSON PARK,CASES 2007 FEMALE 15-44,19,2007,FEMALE,CHL
FOREST GLEN,CASES 2007 FEMALE 15-44,0,2007,FEMALE,CHL
NORTH PARK,CASES 2007 FEMALE 15-44,14,2007,FEMALE,CHL
NEAR WEST SIDE,CASES 2007 FEMALE 15-44,305,2007,FEMALE,CHL
ALBANY PARK,CASES 2007 FEMALE 15-44,67,2007,FEMALE,CHL
PORTAGE PARK,CASES 2007 FEMALE 15-44,127,2007,FEMALE,CHL
IRVING PARK,CASES 2007 FEMALE 15-44,89,2007,FEMALE,CHL
DUNNING,CASES 2007 FEMALE 15-44,46,2007,FEMALE,CHL
MONTCLAIRE,CASES 2007 FEMALE 15-44,30,2007,FEMALE,CHL
BELMONT CRAGIN,CASES 2007 FEMALE 15-44,218,2007,FEMALE,CHL
HERMOSA,CASES 2007 FEMALE 15-44,83,2007,FEMALE,CHL
AVONDALE,CASES 2007 FEMALE 15-44,85,2007,FEMALE,CHL
LOGAN SQUARE,CASES 2007 FEMALE 15-44,225,2007,FEMALE,CHL
HUMBOLDT PARK,CASES 2007 FEMALE 15-44,614,2007,FEMALE,CHL
WEST TOWN,CASES 2007 FEMALE 15-44,241,2007,FEMALE,CHL
AUSTIN,CASES 2007 FEMALE 15-44,1413,2007,FEMALE,CHL
WEST GARFIELD PARK,CASES 2007 FEMALE 15-44,325,2007,FEMALE,CHL
EAST GARFIELD PARK,CASES 2007 FEMALE 15-44,318,2007,FEMALE,CHL
NORTH LAWNDALE,CASES 2007 FEMALE 15-44,642,2007,FEMALE,CHL
SOUTH LAWNDALE,CASES 2007 FEMALE 15-44,365,2007,FEMALE,CHL
LOWER WEST SIDE,CASES 2007 FEMALE 15-44,127,2007,FEMALE,CHL
LOOP,CASES 2007 FEMALE 15-44,37,2007,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2007 FEMALE 15-44,58,2007,FEMALE,CHL
ARMOUR SQUARE,CASES 2007 FEMALE 15-44,20,2007,FEMALE,CHL
DOUGLAS,CASES 2007 FEMALE 15-44,135,2007,FEMALE,CHL
OAKLAND,CASES 2007 FEMALE 15-44,68,2007,FEMALE,CHL
FULLER PARK,CASES 2007 FEMALE 15-44,34,2007,FEMALE,CHL
GRAND BOULEVARD,CASES 2007 FEMALE 15-44,247,2007,FEMALE,CHL
KENWOOD,CASES 2007 FEMALE 15-44,108,2007,FEMALE,CHL
WASHINGTON PARK,CASES 2007 FEMALE 15-44,227,2007,FEMALE,CHL
HYDE PARK,CASES 2007 FEMALE 15-44,72,2007,FEMALE,CHL
WOODLAWN,CASES 2007 FEMALE 15-44,382,2007,FEMALE,CHL
SOUTH SHORE,CASES 2007 FEMALE 15-44,638,2007,FEMALE,CHL
CHATHAM,CASES 2007 FEMALE 15-44,378,2007,FEMALE,CHL
AVALON PARK,CASES 2007 FEMALE 15-44,76,2007,FEMALE,CHL
SOUTH CHICAGO,CASES 2007 FEMALE 15-44,382,2007,FEMALE,CHL
BURNSIDE,CASES 2007 FEMALE 15-44,47,2007,FEMALE,CHL
CALUMET HEIGHTS,CASES 2007 FEMALE 15-44,124,2007,FEMALE,CHL
ROSELAND,CASES 2007 FEMALE 15-44,532,2007,FEMALE,CHL
PULLMAN,CASES 2007 FEMALE 15-44,60,2007,FEMALE,CHL
SOUTH DEERING,CASES 2007 FEMALE 15-44,94,2007,FEMALE,CHL
EAST SIDE,CASES 2007 FEMALE 15-44,48,2007,FEMALE,CHL
WEST PULLMAN,CASES 2007 FEMALE 15-44,447,2007,FEMALE,CHL
RIVERDALE,CASES 2007 FEMALE 15-44,98,2007,FEMALE,CHL
HEGEWISCH,CASES 2007 FEMALE 15-44,12,2007,FEMALE,CHL
GARFIELD RIDGE,CASES 2007 FEMALE 15-44,83,2007,FEMALE,CHL
ARCHER HEIGHTS,CASES 2007 FEMALE 15-44,31,2007,FEMALE,CHL
